Date,Price,Volume
2024-07-01,24141.95,242468081
2024-07-02,24123.85,309629240
2024-07-03,24286.5,289201551
2024-07-04,24302.15,251189844
2024-07-05,24323.85,298381204
2024-07-08,24320.55,266299131
2024-07-09,24433.2,250537091
2024-07-10,24324.45,292263786
2024-07-11,24315.95,306404194
2024-07-12,24502.15,325823474
2024-07-15,24586.7,305395934
2024-07-16,24613.0,283212233
2024-07-18,24800.85,350924425
2024-07-19,24530.9,343772965
2024-07-22,24509.25,324190553
2024-07-23,24479.05,436408768
2024-07-24,24413.5,366616574
2024-07-25,24406.1,391821970
2024-07-26,24834.85,383826136
2024-07-29,24836.1,354966070
2024-07-30,24857.3,384989431
2024-07-31,24951.15,333646302
2024-08-01,25010.9,431313292
2024-08-02,24717.7,345027881
2024-08-05,24055.6,486994718
2024-08-06,23992.55,312339387
2024-08-07,24297.5,317564429
2024-08-08,24117.0,311875940
2024-08-09,24367.5,215129992
2024-08-12,24347.0,279925100
2024-08-13,24139.0,239727640
2024-08-14,24143.75,303254705
2024-08-16,24541.15,271611087
2024-08-19,24572.65,243645503
2024-08-20,24698.85,238318940
2024-08-21,24770.2,257114212
2024-08-22,24811.5,220345125
2024-08-23,24823.15,206800655
2024-08-26,25010.6,210266456
2024-08-27,25017.75,223346636
2024-08-28,25052.35,220419448
2024-08-29,25151.95,353993900
2024-08-30,25235.9,638166179
2024-09-02,25278.7,222815249
2024-09-03,25279.85,212131921
2024-09-04,25198.7,253788501
2024-09-05,25145.1,222242223
2024-09-06,24852.15,311671856
2024-09-09,24936.4,254367252
2024-09-10,25041.1,251274802
2024-09-11,24918.45,279229206
2024-09-12,25388.9,380069653
2024-09-13,25356.5,250781898
2024-09-16,25383.75,168694880
2024-09-17,25418.55,215956868
2024-09-18,25377.55,215727159
2024-09-19,25415.8,314461263
2024-09-20,25790.95,533067422
2024-09-23,25939.05,209187756
2024-09-24,25940.4,384115033
2024-09-25,26004.15,278540972
2024-09-26,26216.05,370895477
2024-09-27,26178.95,490332370
2024-09-30,25810.85,375370974
2024-10-01,25796.9,247423786
2024-10-03,25250.1,423395030
2024-10-04,25014.6,374914801
2024-10-07,24795.75,374345795
2024-10-08,25013.15,333220055
2024-10-09,24981.95,290562844
2024-10-10,24998.45,261364749
2024-10-11,24964.25,210462717
2024-10-14,25127.95,206423311
2024-10-15,25057.35,257228772
2024-10-16,24971.3,226774456
2024-10-17,24749.85,252755662
2024-10-18,24854.05,290855392
2024-10-21,24781.1,241978957
2024-10-22,24472.1,279484697
2024-10-23,24435.5,284556771
2024-10-24,24399.4,216686434
2024-10-25,24180.8,372642214
2024-10-28,24339.15,278562235
2024-10-29,24466.85,332044690
2024-10-30,24340.85,285196335
2024-10-31,24205.35,287007588
2024-11-01,24304.35,38811387
2024-11-04,23995.35,285531635
2024-11-05,24213.3,289511197
2024-11-06,24484.05,351082031
2024-11-07,24199.35,322185588
2024-11-08,24148.2,298725122
2024-11-11,24141.3,273370562
2024-11-12,23883.45,255825829
2024-11-13,23559.05,304569316
2024-11-14,23532.7,257708474
2024-11-18,23453.8,263311912
2024-11-19,23518.5,297477279
2024-11-21,23349.9,420332354
2024-11-22,23907.25,367562789
2024-11-25,24221.9,687172787
2024-11-26,24194.5,230691771
2024-11-27,24274.9,295011445
2024-11-28,23914.15,366745300
2024-11-29,24131.1,282104071
2024-12-02,24276.05,220384187
2024-12-03,24457.15,339470947
2024-12-04,24467.45,348003156
2024-12-05,24708.4,361469920
2024-12-06,24677.8,226731303
2024-12-09,24619.0,248139308
2024-12-10,24610.05,261048951
2024-12-11,24641.8,187252712
2024-12-12,24548.7,266051129
2024-12-13,24768.3,310080852
2024-12-16,24668.25,187551629
2024-12-17,24336.0,264881033
2024-12-18,24198.85,235346534
2024-12-19,23951.7,271128027
2024-12-20,23587.5,442714411
2024-12-23,23753.45,189758237
2024-12-24,23727.65,177664746
2024-12-26,23750.2,177681783
2024-12-27,23813.4,176821521
2024-12-30,23644.9,364929453
2024-12-31,23644.8,193627727
2025-01-01,23742.9,154921938
2025-01-02,24188.65,283200811
2025-01-03,24004.75,312279515
2025-01-06,23616.05,278061806
2025-01-07,23707.9,262337253
2025-01-08,23688.95,266375381
2025-01-09,23526.5,269239831
2025-01-10,23431.5,261022434
2025-01-13,23085.95,316481107
2025-01-14,23176.05,311235510
2025-01-15,23213.2,228039156
2025-01-16,23311.8,299416081
2025-01-17,23203.2,272945267
2025-01-20,23344.75,301455455
2025-01-21,23024.65,312871897
2025-01-22,23155.35,275951918
2025-01-23,23205.35,275558357
2025-01-24,23092.2,264336332
2025-01-27,22829.15,257372790
2025-01-28,22957.25,361868609
2025-01-29,23163.1,251208119
2025-01-30,23249.5,384687127
2025-01-31,23508.4,326919177
2025-02-01,23482.15,287703637
2025-02-03,23361.05,347241171
2025-02-04,23739.25,376742506
2025-02-05,23696.3,267014345
2025-02-06,23603.35,306978683
2025-02-07,23559.95,368092482
2025-02-10,23381.6,225529166
2025-02-11,23071.8,267969979
2025-02-12,23045.25,279656513
2025-02-13,23031.4,265706855
2025-02-14,22929.25,254479643
2025-02-17,22959.5,207393944
2025-02-18,22945.3,210616675
2025-02-19,22932.9,206999204
2025-02-20,22913.15,240836647
2025-02-21,22795.9,242753984
2025-02-24,22553.35,214317552
2025-02-25,22547.55,250279519
2025-02-27,22545.05,289230479
2025-02-28,22124.7,551285287
2025-03-03,22119.3,282399735
2025-03-04,22082.65,253260641
2025-03-05,22337.3,305942691
2025-03-06,22544.7,372083680
2025-03-07,22552.5,289765795
2025-03-10,22460.3,293855491
2025-03-11,22497.9,347924102
2025-03-12,22470.5,369736725
2025-03-13,22397.2,287535243
2025-03-17,22508.75,251102239
2025-03-18,22834.3,272578844
2025-03-19,22907.6,323992121
2025-03-20,23190.65,313729818
2025-03-21,23350.4,540966316
2025-03-24,23658.35,311900413
2025-03-25,23668.65,338216746
2025-03-26,23486.85,278590831
2025-03-27,23591.95,510302142
2025-03-28,23519.35,387455531
2025-04-01,23165.7,375118343
2025-04-02,23332.35,340970371
2025-04-03,23250.1,283196379
2025-04-04,22904.45,466776198
2025-04-07,22161.6,647107618
2025-04-08,22535.85,468250807
2025-04-09,22399.15,383822618
2025-04-11,22828.55,402162001
2025-04-15,23328.55,388321931
2025-04-16,23437.2,348424960
2025-04-17,23851.65,505333905
2025-04-21,24125.55,406145632
2025-04-22,24167.25,440940490
2025-04-23,24328.95,415042544
2025-04-24,24246.7,358768165
2025-04-25,24039.35,387741866
2025-04-28,24328.5,320467976
2025-04-29,24335.95,357563224
2025-04-30,24334.2,424452559
2025-05-02,24346.7,421112627
2025-05-05,24461.15,291471628
2025-05-06,24379.6,302354059
2025-05-07,24414.4,330137191
2025-05-08,24273.8,411362230
2025-05-09,24008.0,335550680
2025-05-12,24924.7,368707684
2025-05-13,24578.35,422977876
2025-05-14,24666.9,345490805
2025-05-15,25062.1,500821889
2025-05-16,25019.8,432717092
2025-05-19,24945.45,255254340
2025-05-20,24683.9,414799113
2025-05-21,24813.45,332724952
2025-05-22,24609.7,403279638
2025-05-23,24853.15,270470348
2025-05-26,25001.15,302799227
2025-05-27,24826.2,525653668
2025-05-28,24752.45,684425321
2025-05-29,24833.6,345370611
2025-05-30,24750.7,853890978
2025-06-02,24716.6,311100908
2025-06-03,24542.5,349288937
2025-06-04,24620.2,280862575
2025-06-05,24750.9,388405978
2025-06-06,25003.05,335581057
2025-06-09,25103.2,279219989
2025-06-10,25104.25,307323471
2025-06-11,25141.4,301245273
2025-06-12,24888.2,328310748
2025-06-13,24718.6,318711364
2025-06-16,24946.5,305813047
2025-06-17,24853.4,242415740
2025-06-18,24812.05,237599011
2025-06-19,24793.25,274619935
2025-06-20,25112.4,574654035
2025-06-23,24971.9,248534153
2025-06-24,25044.35,450185468
2025-06-25,25244.75,260582584
2025-06-26,25549.0,428891818
2025-06-27,25637.8,563957748
2025-06-30,25517.05,270981274
